main.py --devid 0 --model-config configs/hmm-d256-k512.yaml --num-epochs 100 --bsz 4 --patience 2 --overfit
{'--bptt': '35',
 '--bsz': '4',
 '--clip': '5',
 '--decay': '4',
 '--devid': '0',
 '--eval-bsz': '1',
 '--lr': '1e-3',
 '--model-config': 'configs/hmm-d256-k512.yaml',
 '--num-checks': '4',
 '--num-epochs': '100',
 '--overfit': True,
 '--patience': '2',
 '--save': None,
 '--seed': '1111'}
HmmLm(
  (start_mlp): Sequential(
    (0): ResidualLayer(
      (lin1): Linear(in_features=256, out_features=256, bias=True)
      (lin2): Linear(in_features=256, out_features=256, bias=True)
      (layer_norm): LayerNorm((256,), eps=1e-05, elementwise_affine=True)
    )
    (1): Linear(in_features=256, out_features=1, bias=True)
  )
  (trans_mlp): Sequential(
    (0): ResidualLayer(
      (lin1): Linear(in_features=256, out_features=256, bias=True)
      (lin2): Linear(in_features=256, out_features=256, bias=True)
      (layer_norm): LayerNorm((256,), eps=1e-05, elementwise_affine=True)
    )
    (1): Linear(in_features=256, out_features=512, bias=True)
  )
  (terminal_mlp): Sequential(
    (0): ResidualLayer(
      (lin1): Linear(in_features=256, out_features=256, bias=True)
      (lin2): Linear(in_features=256, out_features=256, bias=True)
      (layer_norm): LayerNorm((256,), eps=1e-05, elementwise_affine=True)
    )
    (1): Linear(in_features=256, out_features=10001, bias=True)
  )
)
Num params, trainable: 3491602, 3491602
Train epoch 0: log_prob = -5486495.50 | xent(word) = 5.90 | ppl = 365.79 | elbo = -6.70 | total_time = 731.67s
Valid epoch 0: log_prob = -421818.03 | xent(word) = 5.72 | ppl = 304.54 | elbo = -6.23 | total_time = 26.72s
Train epoch 1: log_prob = -5183273.50 | xent(word) = 5.58 | ppl = 263.98 | elbo = -6.05 | total_time = 741.72s
Valid epoch 1: log_prob = -411383.25 | xent(word) = 5.58 | ppl = 264.36 | elbo = -6.07 | total_time = 26.51s
Train epoch 2: log_prob = -5064700.50 | xent(word) = 5.45 | ppl = 232.37 | elbo = -5.90 | total_time = 739.11s
Valid epoch 2: log_prob = -406621.75 | xent(word) = 5.51 | ppl = 247.84 | elbo = -6.03 | total_time = 26.64s
Train epoch 3: log_prob = -5000128.00 | xent(word) = 5.38 | ppl = 216.77 | elbo = -5.82 | total_time = 745.16s
Valid epoch 3: log_prob = -405103.09 | xent(word) = 5.49 | ppl = 242.79 | elbo = -5.95 | total_time = 26.66s
Train epoch 4: log_prob = -4960944.00 | xent(word) = 5.34 | ppl = 207.83 | elbo = -5.77 | total_time = 738.72s
Valid epoch 4: log_prob = -403392.00 | xent(word) = 5.47 | ppl = 237.22 | elbo = -5.90 | total_time = 26.37s
Train epoch 5: log_prob = -4928548.50 | xent(word) = 5.30 | ppl = 200.71 | elbo = -5.71 | total_time = 745.16s
Valid epoch 5: log_prob = -403528.75 | xent(word) = 5.47 | ppl = 237.66 | elbo = -5.91 | total_time = 26.45s
Train epoch 6: log_prob = -4907790.00 | xent(word) = 5.28 | ppl = 196.28 | elbo = -5.69 | total_time = 744.17s
